Producto,Variedad,Volumen (TM),Fecha
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),293,06/08/2025
ZAPALLO,ZAPALLO ITALIANO,14,06/08/2025
ZAPALLO,ZAPALLO LOCHE,1,06/08/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),142,06/08/2025
OTROS PROD.AGRIC.,HIERBA LUISA,2,06/08/2025
OTROS PROD.AGRIC.,ALFALFA,28,06/08/2025
OTROS PROD.AGRIC.,ARROZ EXTRA,17,06/08/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,21,06/08/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,10,06/08/2025
OTROS PROD.AGRIC.,ACEITUNA,1,06/08/2025
CARAMBOLA,CARAMBOLA,1,06/08/2025
GRANADILLA,GRANADILLA (SELVA),1,06/08/2025
PLATANOS,PLATANOS SEDA,29,06/08/2025
PLATANOS,PLATANOS BELLACO,23,06/08/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),14,06/08/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,1,06/08/2025
MARACUYA,MARACUYA (COSTA),97,06/08/2025
NARANJA,NARANJA VALENCIA (SELVA),3,06/08/2025
PIÑA,PIÑA GOLDEN,3,06/08/2025
PALTA,PALTA FUERTE (COSTA),15,06/08/2025
PAPAYA,PAPAYA SELVA,2,06/08/2025
AJI,AJI AMARILLO SECO,15,07/08/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,150,07/08/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),2,07/08/2025
AJI,AJI SECO PANCA,24,07/08/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),165,07/08/2025
AJO,AJO PELADO,18,07/08/2025
AJO,AJO CRIOLLO O NAPURI,182,07/08/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,30,07/08/2025
ALBAHACA,ALBAHACA,32,07/08/2025
APIO,APIO,82,07/08/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),97,07/08/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,45,07/08/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),3,07/08/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),63,07/08/2025
CAIGUA,CAIGUA (SELVA),1,07/08/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,247,07/08/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,139,07/08/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,63,07/08/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1113,07/08/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),13,07/08/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),41,07/08/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),42,07/08/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),28,07/08/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,483,07/08/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),123,07/08/2025
FREJOL,FREJOL VERDE CANARIO,11,07/08/2025
HABA,HABA VERDE SERRANA,67,07/08/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,16,07/08/2025
HORTALIZAS CHINAS,PACCHOY,3,07/08/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),116,07/08/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,17,07/08/2025
HORTALIZAS CHINAS,BROCOLI,47,07/08/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),17,07/08/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),133,07/08/2025
LECHUGA,LECHUGA CRIOLLA SEDA,8,07/08/2025
LIMON,LIMON CITRICO BOLSA,835,07/08/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,133,07/08/2025
NABO,NABO (CRIOLLO/SERRANO),17,07/08/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),157,07/08/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),16,07/08/2025
PAPA,PAPA AMARILLA,4,07/08/2025
PAPA,PAPA BLANCA/VALLE/OTROS,2065,07/08/2025
PAPA,PAPA COLOR/VALLE/OTROS,221,07/08/2025
PAPA,PAPA YUNGAY,65,07/08/2025
PAPA,PAPA UNICA,19,07/08/2025
PEPINILLO,PEPINILLO,177,07/08/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),30,07/08/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,67,07/08/2025
PORO,PORO (CRIOLLO/SERRANO),16,07/08/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),14,07/08/2025
TOMATE,TOMATE ORGANICO,4,07/08/2025
TOMATE,TOMATE KATIA,290,07/08/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,53,07/08/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),194,07/08/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),349,07/08/2025
ZAPALLO,ZAPALLO ITALIANO,9,07/08/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),203,07/08/2025
OTROS PROD.AGRIC.,HIERBA LUISA,1,07/08/2025
OTROS PROD.AGRIC.,ALFALFA,36,07/08/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,1,07/08/2025
FRESA,FRESA ROJA,1,07/08/2025
GRANADILLA,GRANADILLA (SELVA),1,07/08/2025
PEPINO,PEPINO RAYADO O MELON,2,07/08/2025
PLATANOS,PLATANOS SEDA,21,07/08/2025
PLATANOS,PLATANOS ISLA,8,07/08/2025
PLATANOS,PLATANOS BELLACO,18,07/08/2025
UVA,UVA BORGOÑA NEGRA,1,07/08/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),39,07/08/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,5,07/08/2025
MARACUYA,MARACUYA (COSTA),80,07/08/2025
NARANJA,NARANJA VALENCIA (SELVA),9,07/08/2025
NARANJA,NARANJA HUANDO,1,07/08/2025
PIÑA,PIÑA GOLDEN,14,07/08/2025
PALTA,PALTA FUERTE (COSTA),31,07/08/2025
PAPAYA,PAPAYA SELVA,9,07/08/2025
MANDARINA,MANDARINA,25,07/08/2025
AJI,AJI AMARILLO SECO,4,08/08/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,158,08/08/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),1,08/08/2025
AJI,AJI SECO PANCA,17,08/08/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),153,08/08/2025
AJO,AJO PELADO,26,08/08/2025
AJO,AJO CRIOLLO O NAPURI,29,08/08/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,27,08/08/2025
ALBAHACA,ALBAHACA,36,08/08/2025
APIO,APIO,108,08/08/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),49,08/08/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,116,08/08/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),2,08/08/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),99,08/08/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,183,08/08/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,142,08/08/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,3,08/08/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,271,08/08/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),27,08/08/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),24,08/08/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),30,08/08/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,322,08/08/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,08/08/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),92,08/08/2025
HABA,HABA VERDE SERRANA,23,08/08/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,12,08/08/2025
HORTALIZAS CHINAS,PACCHOY,2,08/08/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),55,08/08/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,18,08/08/2025
HORTALIZAS CHINAS,BROCOLI,77,08/08/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),13,08/08/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),185,08/08/2025
LECHUGA,LECHUGA CRIOLLA SEDA,1,08/08/2025
LIMON,LIMON CITRICO BOLSA,596,08/08/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,68,08/08/2025
NABO,NABO (CRIOLLO/SERRANO),8,08/08/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),130,08/08/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),27,08/08/2025
OCA,OCA/AMARILLO/ROJO,3,08/08/2025
PALLAR,PALLAR VERDE SERRUCHO/CACHITO,1,08/08/2025
PAPA,PAPA AMARILLA,75,08/08/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1923,08/08/2025
PAPA,PAPA COLOR/VALLE/OTROS,276,08/08/2025
PAPA,PAPA UNICA,52,08/08/2025
PEPINILLO,PEPINILLO,226,08/08/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),23,08/08/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,81,08/08/2025
PORO,PORO (CRIOLLO/SERRANO),32,08/08/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),13,08/08/2025
TOMATE,TOMATE ORGANICO,47,08/08/2025
TOMATE,TOMATE KATIA,216,08/08/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,56,08/08/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),174,08/08/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),325,08/08/2025
ZAPALLO,ZAPALLO ITALIANO,16,08/08/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),156,08/08/2025
OTROS PROD.AGRIC.,MANZANILLA,2,08/08/2025
OTROS PROD.AGRIC.,ALFALFA,20,08/08/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,16,08/08/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,5,08/08/2025
FRESA,FRESA ROJA,2,08/08/2025
GRANADILLA,GRANADILLA (SELVA),15,08/08/2025
PLATANOS,PLATANOS SEDA,18,08/08/2025
PLATANOS,PLATANOS BELLACO,51,08/08/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),15,08/08/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,25,08/08/2025
MANZANA,MANZANA GOLDEN,16,08/08/2025
MARACUYA,MARACUYA (COSTA),77,08/08/2025
SANDIA,SANDIA,3,08/08/2025
NARANJA,NARANJA VALENCIA (SELVA),1,08/08/2025
NARANJA,NARANJA HUANDO,3,08/08/2025
PIÑA,PIÑA GOLDEN,10,08/08/2025
PALTA,PALTA FUERTE (COSTA),25,08/08/2025
PAPAYA,PAPAYA SELVA,7,08/08/2025
MEMBRILLO,MEMBRILLO,1,08/08/2025
OTRAS FRUTAS,ARANDANOS,1,08/08/2025
COCO,COCO(COSTA/SELVA),3,08/08/2025
MANDARINA,MANDARINA,25,08/08/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,96,09/08/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),2,09/08/2025
AJI,AJI SECO PANCA,15,09/08/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),139,09/08/2025
AJO,AJO PELADO,40,09/08/2025
AJO,AJO CRIOLLO O NAPURI,4,09/08/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,120,09/08/2025
ALBAHACA,ALBAHACA,24,09/08/2025
APIO,APIO,117,09/08/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),49,09/08/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,76,09/08/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),2,09/08/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),73,09/08/2025
CAIGUA,CAIGUA (SELVA),7,09/08/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,312,09/08/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,52,09/08/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,208,09/08/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),27,09/08/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),39,09/08/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),52,09/08/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),41,09/08/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,546,09/08/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,0,09/08/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),139,09/08/2025
HABA,HABA VERDE SERRANA,43,09/08/2025
HIERBABUENA,HIERBA BUENA (CRIOLLA/SERRANA),3,09/08/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,14,09/08/2025
HORTALIZAS CHINAS,PACCHOY,3,09/08/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),84,09/08/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,21,09/08/2025
HORTALIZAS CHINAS,BROCOLI,42,09/08/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),21,09/08/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),180,09/08/2025
LECHUGA,LECHUGA CRIOLLA SEDA,10,09/08/2025
LIMON,LIMON CITRICO CAJON,33,09/08/2025
LIMON,LIMON CITRICO BOLSA,752,09/08/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,111,09/08/2025
NABO,NABO (CRIOLLO/SERRANO),37,09/08/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),66,09/08/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),56,09/08/2025
PAPA,PAPA AMARILLA,103,09/08/2025
PAPA,PAPA BLANCA/VALLE/OTROS,2167,09/08/2025
PAPA,PAPA COLOR/VALLE/OTROS,393,09/08/2025
PAPA,PAPA YUNGAY,32,09/08/2025
PAPA,PAPA UNICA,61,09/08/2025
PEPINILLO,PEPINILLO,124,09/08/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),35,09/08/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,67,09/08/2025
PORO,PORO (CRIOLLO/SERRANO),22,09/08/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),14,09/08/2025
TOMATE,TOMATE KATIA,449,09/08/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,46,09/08/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),243,09/08/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),307,09/08/2025
ZAPALLO,ZAPALLO ITALIANO,13,09/08/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),31,09/08/2025
OTROS PROD.AGRIC.,HIERBA LUISA,4,09/08/2025
OTROS PROD.AGRIC.,ALFALFA,38,09/08/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,16,09/08/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,0,09/08/2025
FRESA,FRESA ROJA,2,09/08/2025
PEPINO,PEPINO RAYADO O MELON,4,09/08/2025
PLATANOS,PLATANOS SEDA,12,09/08/2025
PLATANOS,PLATANOS BISCOCHITO,2,09/08/2025
PLATANOS,PLATANOS BELLACO,14,09/08/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,10,09/08/2025
MARACUYA,MARACUYA (COSTA),154,09/08/2025
NARANJA,NARANJA VALENCIA (SELVA),8,09/08/2025
PIÑA,PIÑA HAWAYANA,2,09/08/2025
PIÑA,PIÑA GOLDEN,5,09/08/2025
PALTA,PALTA FUERTE (COSTA),32,09/08/2025
PAPAYA,PAPAYA SELVA,8,09/08/2025
MEMBRILLO,MEMBRILLO,1,09/08/2025
MANDARINA,MANDARINA,39,09/08/2025
AJI,AJI AMARILLO SECO,0,10/08/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,3,10/08/2025
AJI,AJI SECO PANCA,4,10/08/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),38,10/08/2025
AJO,AJO PELADO,11,10/08/2025
AJO,AJO CRIOLLO O NAPURI,97,10/08/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,57,10/08/2025
ALBAHACA,ALBAHACA,20,10/08/2025
APIO,APIO,74,10/08/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),101,10/08/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,1,10/08/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),2,10/08/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),35,10/08/2025
CAIGUA,CAIGUA (SELVA),1,10/08/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,254,10/08/2025
CAMOTE,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,59,10/08/2025
CEBOLLA,CEBOLLA CABEZA BLANCA NACIONAL,63,10/08/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1255,10/08/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),19,10/08/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),2,10/08/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),11,10/08/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),23,10/08/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,422,10/08/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,10/08/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),79,10/08/2025
HABA,HABA VERDE SERRANA,25,10/08/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,2,10/08/2025
HORTALIZAS CHINAS,PACCHOY,1,10/08/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),55,10/08/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,14,10/08/2025
HORTALIZAS CHINAS,BROCOLI,62,10/08/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),10,10/08/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),148,10/08/2025
LIMON,LIMON CITRICO CAJON,2,10/08/2025
LIMON,LIMON CITRICO BOLSA,280,10/08/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,29,10/08/2025
NABO,NABO (CRIOLLO/SERRANO),17,10/08/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),38,10/08/2025
OLLUCO,OLLUCO REDONDO (SIN LAVAR/LAVADO),38,10/08/2025
PAPA,PAPA AMARILLA,4,10/08/2025
PAPA,PAPA BLANCA/VALLE/OTROS,1658,10/08/2025
PAPA,PAPA YUNGAY,57,10/08/2025
PAPA,PAPA UNICA,24,10/08/2025
PAPA,PAPA CANCHAN,12,10/08/2025
PEPINILLO,PEPINILLO,62,10/08/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),33,10/08/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,27,10/08/2025
PORO,PORO (CRIOLLO/SERRANO),19,10/08/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),10,10/08/2025
TOMATE,TOMATE KATIA,265,10/08/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,40,10/08/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),218,10/08/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),296,10/08/2025
ZAPALLO,ZAPALLO ITALIANO,37,10/08/2025
ZAPALLO,ZAPALLO LOCHE,1,10/08/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),128,10/08/2025
OTROS PROD.AGRIC.,ALFALFA,23,10/08/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,34,10/08/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,1,10/08/2025
OTROS PROD.AGRIC.,ACEITUNA,1,10/08/2025
GRANADILLA,GRANADILLA (SELVA),1,10/08/2025
PLATANOS,PLATANOS SEDA,11,10/08/2025
PLATANOS,PLATANOS ISLA,6,10/08/2025
PLATANOS,PLATANOS BELLACO,29,10/08/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),1,10/08/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,12,10/08/2025
MARACUYA,MARACUYA (COSTA),59,10/08/2025
NARANJA,NARANJA HUANDO,3,10/08/2025
PIÑA,PIÑA GOLDEN,6,10/08/2025
PALTA,PALTA FUERTE (COSTA),18,10/08/2025
PAPAYA,PAPAYA SELVA,4,10/08/2025
AJI,AJI AMARILLO SECO,40,11/08/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,99,11/08/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),1,11/08/2025
AJI,AJI SECO PANCA,1,11/08/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),131,11/08/2025
AJI,AJI PAPRIKA,7,11/08/2025
AJO,AJO PELADO,14,11/08/2025
AJO,AJO CRIOLLO O NAPURI,61,11/08/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,91,11/08/2025
ALBAHACA,ALBAHACA,8,11/08/2025
APIO,APIO,70,11/08/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),49,11/08/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,1,11/08/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),2,11/08/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),62,11/08/2025
CAIGUA,CAIGUA (SELVA),3,11/08/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,139,11/08/2025
CEBOLLA,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,1702,11/08/2025
CEBOLLA,CEBOLLA CHINA (CRIOLLA/SERRANA),22,11/08/2025
COL,COL CORAZON/NENE/(CRIOLLA/SERRANA),7,11/08/2025
COLIFLOR,COLIFLOR (CRIOLLA/SERRANA),4,11/08/2025
CULANTRO,CULANTRO (CRIOLLO/SERRANO),20,11/08/2025
CHOCLO,CHOCLO SERRANO TIPO CUZCO,193,11/08/2025
ESPARRAGO,ESPARRAGO/VERDE/BLANCO,1,11/08/2025
ESPINACA,ESPINACA (CRIOLLA/SERRANA),79,11/08/2025
HABA,HABA VERDE SERRANA,34,11/08/2025
HORTALIZAS CHINAS,COL CHINA/LONGAPA,15,11/08/2025
HORTALIZAS CHINAS,PACCHOY,2,11/08/2025
HORTALIZAS CHINAS,KION (COSTA/SELVA),112,11/08/2025
HORTALIZAS CHINAS,FREJOLITO CHINO,11,11/08/2025
HORTALIZAS CHINAS,BROCOLI,23,11/08/2025
HUACATAY,HUACATAY (CRIOLLO/SERRANO),7,11/08/2025
LECHUGA,LECHUGA AMERICANA (CRIOLLA/SERRANA),94,11/08/2025
LIMON,LIMON CITRICO CAJON,173,11/08/2025
LIMON,LIMON CITRICO BOLSA,637,11/08/2025
MAIZ,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,85,11/08/2025
NABO,NABO (CRIOLLO/SERRANO),9,11/08/2025
OLLUCO,OLLUCO LARGO (SIN LAVAR/LAVADO),137,11/08/2025
PAPA,PAPA BLANCA/VALLE/OTROS,622,11/08/2025
PAPA,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,13,11/08/2025
PAPA,PAPA YUNGAY,231,11/08/2025
PAPA,PAPA CANCHAN,24,11/08/2025
PEPINILLO,PEPINILLO,208,11/08/2025
PEREJIL,PEREJIL NACIONAL(CRIOLLO/SERRANO),15,11/08/2025
PIMIENTO,PIMIENTO MORRON/INJERTO/RANGER,46,11/08/2025
PORO,PORO (CRIOLLO/SERRANO),15,11/08/2025
RABANITO,RABANITO (CRIOLLO/SERRANO),6,11/08/2025
TOMATE,TOMATE ORGANICO,16,11/08/2025
TOMATE,TOMATE KATIA,149,11/08/2025
VAINITA,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,21,11/08/2025
YUCA,YUCA AMARILLA/LEGITIMO (COSTA/SELVA),95,11/08/2025
ZANAHORIA,ZANAHORIA (CRIOLLA/SERRANA),183,11/08/2025
ZAPALLO,ZAPALLO ITALIANO,0,11/08/2025
ZAPALLO,ZAPALLO MACRE(COSTA/SIERRA/SELVA),91,11/08/2025
OTROS PROD.AGRIC.,MANZANILLA,0,11/08/2025
OTROS PROD.AGRIC.,ALFALFA,29,11/08/2025
OTROS PROD.AGRIC.,FIDEOS CHINOS,2,11/08/2025
OTROS PROD.AGRIC.,CHAMPIÑONES,0,11/08/2025
CARAMBOLA,CARAMBOLA,2,11/08/2025
FRESA,FRESA ROJA,1,11/08/2025
PLATANOS,PLATANOS SEDA,11,11/08/2025
PLATANOS,PLATANOS ISLA,5,11/08/2025
PLATANOS,PLATANOS BISCOCHITO,10,11/08/2025
PLATANOS,PLATANOS BELLACO,82,11/08/2025
MANZANA,MANZANA DELICIA(COSTA/SIERRA),10,11/08/2025
MANZANA,MANZANA CORRIENTE PARA AGUA,16,11/08/2025
MANZANA,MANZANA GOLDEN,1,11/08/2025
MARACUYA,MARACUYA (COSTA),76,11/08/2025
SANDIA,SANDIA,6,11/08/2025
PIÑA,PIÑA HAWAYANA,1,11/08/2025
PIÑA,PIÑA GOLDEN,6,11/08/2025
PALTA,PALTA FUERTE (COSTA),46,11/08/2025
PAPAYA,PAPAYA SELVA,7,11/08/2025
MEMBRILLO,MEMBRILLO,3,11/08/2025
OTRAS FRUTAS,ARANDANOS,1,11/08/2025
AJI,AJI AMARILLO SECO,87,12/08/2025
AJI,AJI ESCABECHE FRESCO/ZANAHOR/LISO,134,12/08/2025
AJI,AJI MONTANA/CHAN(COSTA/SELVA),1,12/08/2025
AJI,AJI SECO PANCA,19,12/08/2025
AJI,AJI ROCOTO (COSTA/SIERRA/SELVA),59,12/08/2025
AJO,AJO PELADO,39,12/08/2025
AJO,AJO CRIOLLO O NAPURI,7,12/08/2025
AJO,AJO MORADO/BARRAN/LEGIT/OTROS,68,12/08/2025
ALBAHACA,ALBAHACA,29,12/08/2025
APIO,APIO,76,12/08/2025
ARVEJA,ARVEJA VERDE AMER/MEJ/(CRIOLLA/SERRANA),61,12/08/2025
ARVEJA,ARVEJA VERDE BLANCA SERRANA,19,12/08/2025
BERENJENA,BERENJENA (CRIOLLA/SERRANA),7,12/08/2025
BETARRAGA,BETARRAGA (CRIOLLA/SERRANA),101,12/08/2025
CAIGUA,CAIGUA (SELVA),10,12/08/2025
CAMOTE,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,409,12/08/2025
